group_name,etfs,n_long,n_short,spread_pct,mom0_cagr,mom0_sharpe,mom0_maxdd,mom_cagr,mom_sharpe,mom_maxdd,bh_cagr,bh_sharpe,bh_maxdd,days
plan_c-B-sw04,"SPY,QQQ,IWM,EFA,EEM,VEU,TLT,IEF,LQD,GLD,SLV,USO,FXE",4,1,0.15,11.68027570302641,0.7116119144257298,-28.184030328666775,10.265621536956848,0.6394802607979436,-28.549686153958,7.7813062463863325,0.633679802202617,-36.40020667549787,5067
plan_c-A-n2,"SPY,QQQ,IWM,EFA,EEM,VEU,TLT,IEF,LQD,GLD,SLV,USO,FXE",2,1,0.15,11.091278151676875,0.6013198186989626,-37.393299236124875,9.514931650441794,0.5342418032227698,-39.51880370641365,7.781305815610451,0.6336796783023171,-36.400197386760816,5067
plan_c-A-n4,"SPY,QQQ,IWM,EFA,EEM,VEU,TLT,IEF,LQD,GLD,SLV,USO,FXE",4,1,0.15,10.668917172171732,0.7197813104071845,-27.089710436444182,9.508562177088109,0.6529135231037644,-27.439146928232596,7.781306015202172,0.6336796537289986,-36.40020662153923,5067
plan_c-B-sw01,"SPY,QQQ,IWM,EFA,EEM,VEU,TLT,IEF,LQD,GLD,SLV,USO,FXE",4,1,0.15,10.058215261367831,0.6982717373628239,-27.08969298051579,9.020420875193524,0.6366626033121692,-27.428233985049054,7.781306259980725,0.6336796683681869,-36.400203719707214,5067
plan_c-A-n3,"SPY,QQQ,IWM,EFA,EEM,VEU,TLT,IEF,LQD,GLD,SLV,USO,FXE",3,1,0.15,12.121302649205411,0.7393634487160127,-28.93555092935648,10.856377277147944,0.6746359087443021,-29.240708964878316,7.781306054027115,0.633679685492289,-36.400206481021534,5067
plan_c-C-ct06,"SPY,QQQ,IWM,EFA,EEM,VEU,TLT,IEF,LQD,GLD,SLV,USO,FXE",4,1,0.15,9.550424847126537,0.649401571355039,-27.60886388581364,8.358480379303224,0.580886864494113,-29.337519321170813,7.781305791996607,0.6336796881411892,-36.400202952030924,5067
plan_c-B-sw03,"SPY,QQQ,IWM,EFA,EEM,VEU,TLT,IEF,LQD,GLD,SLV,USO,FXE",4,1,0.15,11.209864231266442,0.722787166636752,-27.580804132340454,9.923820610113253,0.6524874434157946,-27.93870914401566,7.781306500241847,0.6336797786237983,-36.400199477803405,5067
plan_c-A-n6,"SPY,QQQ,IWM,EFA,EEM,VEU,TLT,IEF,LQD,GLD,SLV,USO,FXE",6,1,0.15,11.491793558786867,0.8582708156933847,-30.651968340568825,10.547945473857157,0.7961959893439521,-30.880539598521363,7.781306485626893,0.633679844208897,-36.400213370052235,5067
plan_c-B-sw02,"SPY,QQQ,IWM,EFA,EEM,VEU,TLT,IEF,LQD,GLD,SLV,USO,FXE",4,1,0.15,10.668935049315277,0.7197824073983154,-27.089656462005628,9.508579866791212,0.6529146153853161,-27.439093212476873,7.7813062278969,0.6336797212775542,-36.40019767084953,5067
plan_c-B-sw05,"SPY,QQQ,IWM,EFA,EEM,VEU,TLT,IEF,LQD,GLD,SLV,USO,FXE",4,1,0.15,12.079463379500211,0.6914930420616793,-28.788523769589492,10.5362553597661,0.6188441890697615,-30.39338348322892,7.781306463916815,0.6336798623077449,-36.40019605357131,5067
