group_name,etfs,n_long,n_short,spread_pct,mom0_cagr,mom0_sharpe,mom0_maxdd,mom_cagr,mom_sharpe,mom_maxdd,bh_cagr,bh_sharpe,bh_maxdd,days
plan_b-D-mom252,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,7.427170583162757,0.5298008080278329,-41.69803312213026,6.545466895547447,0.4778845123154743,-41.74175959728864,5.111586892411002,0.5399934394527683,-32.47006256984349,5067
plan_b-C-ct12,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,10.101136282686806,0.6911095754840273,-31.449800549554453,9.042994713489815,0.6294924444751355,-32.298645374001275,5.111586376512878,0.5399933500323033,-32.47008132475877,5067
plan_b-D-mom189,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,9.199272118570324,0.6382426375408172,-34.397634990268386,8.173960151756221,0.5780806981884916,-34.712024749912395,5.078672963839659,0.5442478280194076,-31.059776721468314,5067
plan_b-D-mom63-252,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,9.07279185222938,0.632131321788712,-30.31537810577327,7.985844783134954,0.5680821197480403,-30.929733976256447,5.111587015047037,0.539993262071889,-32.47006900998953,5067
plan_b-D-mom126,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,13.310777760343374,0.8692847487825207,-26.88337461567636,12.085824433592162,0.8000039689459277,-27.047804766587504,5.5869887648139605,0.5727226267880415,-32.758885819862584,5067
plan_b-D-mom63-126,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,12.250010939364664,0.8010709545260095,-25.083790550074436,10.929548976843817,0.7268667699794199,-28.74463090490591,5.586989449918112,0.5727226988533627,-32.75887270088752,5067
plan_b-D-mom63-126-252,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,10.323948455778575,0.7021053117330042,-27.857809887716932,9.246346927764604,0.6397502097684287,-28.203565116144567,5.111586628499509,0.5399934296676617,-32.47006558290432,5067
plan_b-D-mom21-63-126-189-252,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,10.18278171478848,0.6941281954963748,-31.44979366157208,9.09113915559454,0.6307974754207676,-32.298638571311635,5.111586606826424,0.5399933172904045,-32.470070250809414,5067
plan_b-D-mom63-126-189-252,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,10.018977605209045,0.6831973291969101,-31.71349388015531,9.061459712382103,0.6277577622652386,-32.45776770112377,5.111586419437875,0.5399931883962039,-32.47008011602611,5067
plan_b-E-c10-250,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,10.18277883235752,0.6941281851280778,-31.44978254825219,9.091136301721425,0.6307974449970586,-32.29862759560581,5.111586318501349,0.5399931272320927,-32.47008285950783,5067
plan_b-E-c15-250,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,9.888319672909663,0.6768834564037616,-34.7574388273838,8.777858427848262,0.6123474956027384,-35.56530248007399,5.111586819567782,0.5399933513896966,-32.47006904871349,5067
plan_b-E-c20-300,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,9.889802754024268,0.6840037811320223,-28.529851418502584,8.778325969295597,0.6185231990417633,-29.414875713680356,5.183054651563435,0.5479411594619698,-32.051665814410114,5067
plan_b-E-c20-200,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,9.668702296385035,0.6620327458642981,-28.529826630849264,8.594389829111737,0.5997574880509935,-29.414851232975824,5.07867310800818,0.5442478575294999,-31.059779152043188,5067
plan_b-E-c30-300,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,8.592626522524927,0.6068400040763501,-31.218946473111465,7.499672866176876,0.5418392425626758,-32.07064680599792,5.183054417269717,0.5479409114505935,-32.05165794634267,5067
plan_b-D-mom21-63-126-189,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,10.943426484383,0.7311559383928462,-25.96864997497518,9.688910425425924,0.6596245387713291,-26.841356332122267,5.078672546879726,0.5442479484246617,-31.059785804222926,5067
plan_b-E-c10-200,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,10.129580272247729,0.6879618519139702,-31.44978526104549,9.050737994521452,0.6257187070489105,-32.298630274807124,5.078673106501785,0.5442479840221708,-31.059776764238155,5067
plan_b-E-c20-250,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,10.034624779059387,0.686023875815222,-28.52977082969711,8.931761465439948,0.6219179832181972,-29.414796122816757,5.111586892411002,0.5399934394527683,-32.47006256984349,5067
plan_b-E-c30-250,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,8.822846755018876,0.6139138198368095,-31.21895944015106,7.744682424728566,0.5507938725203582,-32.07065961246961,5.111586178207417,0.539993160491254,-32.47006906215108,5067
plan_b-F1-n2-sw0-m5,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",2,0,0.15,8.4779272187258,0.49276291575653475,-47.212327624193094,7.184776422327421,0.4358397818319438,-48.542729138694575,5.111586628499509,0.5399934296676617,-32.47006558290432,5067
