strategy,cagr_pct,sharpe,max_drawdown_pct,total_return_pct,years
momentum,6.718926947185988,0.6000617049473708,-23.817080561032324,222.96686313187215,18.028747433264886
buy_hold,5.829735754900067,0.498358957574053,-39.55414789757315,177.74498110929855,18.028747433264886
